Title,Conference,Type,Application,MLTech,OpenReviewLink
Accelerating PDE Data Generation via Differential Operator Action in Solution Space,ICML_2024,Poster,Math,Neural_Operators,https://openreview.net/forum?id=Fv9GLw0LkO
A Sober Look at LLMs for Material Discovery: Are They Actually Good for Bayesian Optimization Over Molecules?,ICML_2024,Poster,Materials,Langurage_Model,https://openreview.net/forum?id=Pa3GyTe3kf
CarbonNovo: Joint Design of Protein Structure and Sequence Using a Unified Energy-based Model,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=FSxTEvuFa7
CHEMREASONER: Heuristic Search over a Large Language Model’s Knowledge Space using Quantum-Chemical Feedback,ICML_2024,Poster,Chemistry,Langurage_Model,https://openreview.net/forum?id=3tJDnEszco
CLIPZyme: Reaction-Conditioned Virtual Screening of Enzymes ,ICML_2024,Poster,Biology,Graph_Neural_Network,https://openreview.net/forum?id=0mYAK6Yhhm
Data-Efficient Molecular Generation with Hierarchical Textual Inversion,ICML_2024,Poster,Chemistry,Langurage_Model,https://openreview.net/forum?id=8KeD4mEh3j
Deciphering RNA Secondary Structure Prediction: A Probabilistic K-Rook Matching Perspective,ICML_2024,Poster,Biology,Optimization,https://openreview.net/forum?id=Ada9Z68nvb
Diffusion Tempering Improves Parameter Estimation with Probabilistic Integrators for Ordinary Differential Equations,ICML_2024,Poster,Math,Optimization,https://openreview.net/forum?id=43HZG9zwaj
DiffDA: a Diffusion model for weather-scale Data Assimilation,ICML_2024,Poster,Climate,Generative_Model,https://openreview.net/forum?id=vhMq3eAB34
Drug Discovery with Dynamic Goal-aware Fragment,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=xuX2rDSSco
Enforcing Constraints in RNA Secondary Structure Predictions: A Post-Processing Framework Based on the Assignment Problem,ICML_2024,Poster,Biology,Optimization,https://openreview.net/forum?id=XGGcnKelda
Equivariant Diffusion for Crystal Structure Prediction,ICML_2024,Poster,Materials,Generative_Model,https://openreview.net/forum?id=VRv8KjJNuj
Equivariant Graph Neural Operator for Modeling 3D Dynamic,ICML_2024,Poster,Chemistry,Graph_Neural_Network,https://openreview.net/forum?id=dccRCYmL5x
ESM All-Atom: Multi-Scale Protein Language Model for Unified Molecular Modeling,ICML_2024,Poster,Biology,Langurage_Model,https://openreview.net/forum?id=283cGgWfM2
Evolution-Inspired Loss Functions for Protein Representation Learning,ICML_2024,Poster,Biology,Representation_Learning,https://openreview.net/forum?id=y5L8W0KRUX
From Fourier to Neural ODEs: Flow Matching for Modeling Complex Systems,ICML_2024,Poster,Math,Generative_Model,https://openreview.net/forum?id=E4qjDAdVte
Generative Enzyme Design Guided by Functionally Important Sites and Small-Molecule Substrates,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=ATvN9JnqZ8
Generative Flows on Discrete State-Spaces: Enabling Multimodal Flows with Applications to Protein Co-Design,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=kQwSbv0BR4
GeoMFormer: A General Architecture for Geometric Molecular Representation Learning,ICML_2024,Poster,Chemistry,Representation_Learning,https://openreview.net/forum?id=Y5Zi59N265
Graph2Tac: Online Representation Learning of Formal Math Concepts,ICML_2024,Poster,Math,Representation_Learning,https://openreview.net/forum?id=A7CtiozznN
Graph Neural PDE Solvers with Conservation and Similarity-Equivariance,ICML_2024,Poster,Math,Graph_Neural_Network,https://openreview.net/forum?id=WajJf47TUi
HAMLET: Graph Transformer Neural Operator for Partial Differential Equations,ICML_2024,Poster,Math,Transformer,https://openreview.net/forum?id=nYX7I6PsL7
Harmonic Self-Conditioned Flow Matching for joint Multi-Ligand Docking and Binding Site Design,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=XTrMY9sHKF
HelmFluid: Learning Helmholtz Dynamics for Interpretable Fluid Prediction,ICML_2024,Poster,Physics,Neural_Operators,https://openreview.net/forum?id=lHJFfDFbm6
Interaction-based Retrieval-augmented Diffusion Models for Protein-specific 3D Molecule Generation,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=eejhD9FCP3
LLM and Simulation as Bilevel Optimizers: A New Paradigm to Advance Physical Scientific Discovery,ICML_2024,Poster,General,Langurage_Model,https://openreview.net/forum?id=hz8cFsdz7P
Locality-Sensitive Hashing-Based Efficient Point Transformer with Applications in High-Energy Physics,ICML_2024,Poster,Physics,Transformer,https://openreview.net/forum?id=vJx6fld6l0
MolCRAFT: Structure-Based Drug Design in Continuous Parameter Space,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=KaAQu5rNU1
Neural SPH: Improved Neural Modeling of Lagrangian Fluid Dynamics,ICML_2024,Poster,Physics,Graph_Neural_Network,https://openreview.net/forum?id=Pbey7LqBRl
"PhAST: Physics-Aware, Scalable, and Task-Specific GNNs for Accelerated Catalyst Design",ICML_2024,Poster,Chemistry,Graph_Neural_Network,https://jmlr.org/papers/v25/23-0680.html
Is machine learning good or bad for the natural sciences?,ICML_2024,Poster,General,General,https://openreview.net/forum?id=rU8o0QQCy0
Pre-Training Protein Bi-level Representation Through Span Mask Strategy On 3D Protein Chain,ICML_2024,Poster,Biology,Representation_Learning,https://openreview.net/forum?id=qY63FnLuJ1
Reference Neural Operators: Learning the Smooth Dependence of Solutions of PDEs on Geometric Deformations,ICML_2024,Poster,Math,Neural_Operators,https://openreview.net/forum?id=CecY6XiUfu
Stability-Informed Initialization of Neural Ordinary Differential Equations,ICML_2024,Poster,Math,Initialization,https://openreview.net/forum?id=uiqbnV4msl
Surface-VQMAE: Vector-quantized Masked Auto-encoders on Molecular Surfaces,ICML_2024,Poster,Chemistry,Generative_Model,https://openreview.net/forum?id=szxtVHOh0C
SurfPro: Functional Protein Design Based on Continuous Surface,ICML_2024,Poster,Biology,Generative_Model,https://openreview.net/forum?id=a8QpoEJCRI
UGrid: An Efficient-And-Rigorous Neural Multigrid Solver for Linear PDEs,ICML_2024,Poster,Math,Convolutional_Neural_Network,https://openreview.net/forum?id=vFATIZXlCm
UniCorn: A Unified Contrastive Learning Approach for Multi-view Molecular Representation Learning,ICML_2024,Poster,Chemistry,Representation_Learning,https://openreview.net/forum?id=2NfpFwJfKu
VQDNA: Unleashing the Power of Vector Quantization for Multi-Species Genomic Sequence Modeling,ICML_2024,Poster,Biology,Transformer,https://openreview.net/forum?id=BOunbuapcv
WISER: Weak Supervision and Supervised Representation Learning to Improve Drug Response Prediction in Cancer,ICML_2024,Poster,Biology,Representation_Learning,https://openreview.net/forum?id=8ySQaphUYH
PGODE: Towards High-quality System Dynamics Modeling,ICML_2024,Poster,Physics,Graph_Neural_Network,https://openreview.net/forum?id=jrE7geZekq
Prometheus: Out-of-distribution Fluid Dynamics Modeling with Disentangled Graph ODE,ICML_2024,Poster,Physics,Graph_Neural_Network,https://openreview.net/forum?id=JsPvL6ExK8
Equivariant Graph Neural Operator for Modeling 3D Dynamics,ICML_2024,Poster,Physics,Graph_Neural_Network,https://openreview.net/forum?id=dccRCYmL5x
HAMLET: Graph Transformer Neural Operator for Partial Differential Equations,ICML_2024,Poster,Physics,Graph_Neural_Network,https://openreview.net/forum?id=nYX7I6PsL7
Towards General Algorithm Discovery for Combinatorial Optimization: Learning Symbolic Branching Policy from Bipartite Graph,ICML_2024,Poster,Math,Graph_Neural_Network,https://openreview.net/forum?id=jrE7geZekq
PDHG-Unrolled Learning-to-Optimize Method for Large-Scale Linear Programming,ICML_2024,Poster,Math,Graph_Neural_Network,https://openreview.net/forum?id=2cXzNDe614
Gaussian Plane-Wave Neural Operator for Electron Density Estimation,ICML_2024,Poster,Physics,Graph_Neural_Network,https://openreview.net/forum?id=TvoG41N1Y3
Knowledge-aware Reinforced Language Models for Protein Directed Evolution,ICML_2024,Poster,Biology,Graph_Neural_Network,https://openreview.net/forum?id=MikandLqtW
